,0
35,program food estate gagal menyisakan ladang singkong gagal
36,tuh deal ahli deal tingkat tinggi pemimpin penentu negara
37,elektabilitas tinggi dasar pembantu presiden jokowi elektabilitas tinggi pencitraan adapula elektabilitas tinggi hasil kemarahan gubernur jualan politik identitas kebohongan
38,salah pengalaman prabowo prajurit berpikir komandan keras menyelamatkan nyawa daerah
39,pendekatan industrialis heran kaya gunung mas hutan dirusak singkongnya merengas foto diambil tanggal november warga hutan rusak dik ung banjir
40,jenis tanamannya tanaman dihasilkan dorong jenis silahkan singkongnya dihasilkan merusak
41,dukungan jokowi prabowo palsu pengamat php esemka
42,emang elo siapalihat capres dukung jokowi menang
43,menang pilpres jokowi kelihatanya jatah prabowo
44,china kafir biadab sektor ukm kulineran pemilik modalnya dagang buruhnya merka biadab ajarkan nasionalisme menembak china kafir biadab jauhi
45,pdip komunis mending gaul amerika komunis pdip kuat komunis china industri rokok merugikan indonesia china kafir distas biadab mencari makan hatinya jahat jgn pdip
46,feeling aja salah ganjar prabowo
47,diragukan perjuangan prabowo indonesia
48,terorisme jantung sekolah dasar
49,melawan pemerintah sah alasannya
50,presiden jatahnya prabowo rakyat
51,sinyal jokowi prabowo mending prabowo ya🤗
52,kode keras jokowi emang mending prabowo sih 🫶
53,resturestu meny aikan mendukung beliau prabowo jokowi mending prabowo
54,pernyataa jokowi jatah presiden gilaran prabowo viralll
55,lawan kawan mari dukung prabowo pilpres
56,prabowo korupsi alutsista
57,kegagalan kesuksesan tertunda indonesia
58,dijagokan pilpres
59,bicara penerus jokowi bikin prabowo salah tingkah
60,gerhana gerhana
61,pawang jembut atuh gkgkgk😂🤣😂😜
62,ud cuekindia
63,ogah lgi milih prabowo
64,jgn pawang jenglot 🤭🤭
65,lupa rekam jejaknya meninggalkan kawan merangkul lawan melewati jalan membuatnya terperosok kesulitan kawan kesulitan karakter
66,kau menguntungkan membawa presiden kau pecat partai
67,pemilih pileg pemilih presiden berbeda beda dng gerindra prabs krn dianggap khianat
68,jual negara klau bergabung merubah pestaapa berubah merubah berkuasa berfikir kritis terlambat
69,emak icha ae
70,tetep senayan senagai politisi wakil rakyat kerjanya prabowo susah katrol
71,gimana menhan
72,pejabat sungguh buruknya pemerintahan penyesalan akhirat
73,gmn neh
74,milih kebanyakan urang awak pake sentimen agama memilih payah bang
75,ah peduli labelnya gerindra dukung anyekan prabowo cintai sepak terjang beliau mencerminkan pendukung capres nasdrun
76,anies paksa nasdrun tuk bergeliria nusantara nasdrun memakai nama anies tuk mengambil suara nasdrun gk lari dr koalisi krn mrk teman politik nasdrun supir kenek
77,membangongkan cwk cowok cewek🤪
78,duri dalem daging dibilang bgt bangikan buntal cepat dibuang biar bau amis gerinda tdk menyebar menjelang pemilu
79,anak buah maaf keluarga besarku gk pilih prabowo pilpres maaf banget
80,sumbar milih prabowo sih dasarnya
81,ikan buntal berharga bet parte ean ngelihatnya neg bet
82,timbul tenggelam nyapres
83,hahahaha ribet kayak menelusuri ijazah 😅
84,lupa kawal mulayani loa tanda tangan
85,ejaan
86,uangel mas ga ah ngeri
87,eksis dukung partai nasionalis jgn nasdrun lari dr kenyataan
88,timbul
89,proyek gagal total merusak lingkungan dalih food estate singkong hutan babat peduli bencana uang milyaran hambur hamburkan rakyat indonesia aknya
90,berak sekebon
91,maksain banget sih😂
92,its only bullshit just lips service licik
93,min twit menghina pks toxic sdh pikirkan aknya mengerti bahasa cc
94,hmm hubungannya sistem demokrasi ala pramuka senang disana senang oposisi bagi² kekuasaan peduli nasib rakyat san hutang meroket ekonomi nyungsep
95,pk ibukota dki perekonomian ikn pemerintahan pk beliau thn bubar cc
96,bicara perusahaan pribumi memiliki surat pengunaan lahan pengusaha china mengarap lahan pribumi ngasi makan preman mahasiswa nasi bungkus teriak china china cek pabrik bata herbel jabodetabek china lahan kiyai haji
97,telat bang illfeel bowo
98,emang lolos nyapres makk ujung² kaya gluduk aja hujan kagak
99,php 😄🤣😄🤣😄🤣😄😄😄
100,pake ilmu surveydari uda ketauan gimana hasil nyagimana menang partai ngetwet beliau aja uda komen menyedihkan
101,mengerikan
102,orng gppsetiap orngnya membawa sekian juta orng membawa drpd sekian juta orng pergi orng membawa orng sekian juta lg pergi
103,gpp penuh
104,wadul
105,pastinya kehidupan sulit 😔 duhhhgemes banget nggak deh dah merdeka jajah menyakitkan bangsa rezim 😤😠😡
106,emak mah ngakak bari ngegel tali kutangsieun huntu coplok deui bari ka teleggkgkgk🤣😂🤣😜
107,😂🤣😂🤣😂 ngakakkkk 😂🤣😂
108,iyaitu tuh adul wan ngedul tea ncupemilik kerajaan toket gkgkgk😜😂🤣😂
109,pawang jenglotttt 😂😂🤣
110,imani kemahaberadaan tuhan bebas berkeliaran muka bumi lach percaya virus is monster alias percaya virus is sahabat divonis bui tahunankurang asemmm
111,eyahdari ang sih ncudebah ngeyel gkgkgk😜😂🤣😂
112,kabeungeutan sih emang ncugkgkgk beungeut baok gkgkgk😜🤣😂😂
113,nu ari kumis na teh eneng da nu handapeun pangambung mah eta teh daki leho nu tos berkarat gkgkgk😜😂🤣😂
114,moal mempan bura mah ncukudu yap cagi atawa bere bekok sa keupeul mah ncugkgkgk😜🤣😂🤣
115,ps momentumnya habis redup ganti generasi muda
116,motif jual belinya sih krn efek domino kebutuhan hidup sulit terkadang krn dalih pembangunan🤣🤣
117,teriak
118,kasi tau biar anak buah heru jgn semena mena
119,malam minggu sepi aja
120,sungguh 😤 menyedihkan dipaksa petani menjual lahannya ditipu
121,keruwetan indonesia
122,ga anime
123,jewer lg kya ny anak ingusan
124,pengurus nih manusia kebanyakan bacot
125,pasukan beli silahkan nawar
126,lupa utang tanem singkong lho
127,ngurus kek gini lbh seneng melihara oligarki darinya
128,kabar gimana min prabowo dimana ngurusin nanem singkong
129,bura geura ma ambeh hudang mun te hudang keneh tejek beheungna ambeh te ngimpi wae
130,setuju krn politik menjembatani berbuat sinis politik kecewa kekecewaannya tdk berusaha mengatasi kecewanya ikhlas obatnya
131,bisanya geprak meja bocorbocorbocorkalo cm ngandalin gitu trus dilabelin negarawan ane wok
132,sikaaat libas habis korupsi ai akar
133,hebatnya presidenku ayo bang serius salah sile bang😊
134,sdh coblos prabowo maaf
135,prabowo kesalahanya krn kolam butek panen lupakan
136,om gimana ceritanya
137,buknya sbelumnya pulau sdh milik asing bunda susi masak tau sih pengamat politik asing dis aikan mempridiksi nkri bubar klo masyarakat inggih tidur
138,hohohobegitu hade pisan ko ditambah tai kotok hadi biar kaya nano nano rsa bau 😀
139,ayo fokus lupakan pilpres
140,duka gempa cianjur susulan semeru krmbali erupsi hei rakyat indonesia hei pemimpin bangsa sudahi kedzaliman kemaksiatan allah teguran sadarlah
141,prabowo manusia munafik
142,skandal perwira pasp res
143,kadrun blm netes 😁
144,lahhharus objektif suka tdk suka diganti sekda ntar nge hoax
145,bijaklah hadeeeh ente tujukan prabowo fadli zon gerindra
146,bertanggung kerahkan banser nu suka teriak nkri harga mati
147,nih bahasa kiasan ga melanggar aturan tp ga pake otakbung pantesan negara nyungsep diganti berkualitas gw rezim bloon
148,indonesia dibubarkan aja kah
149,emus ngojek mak 😂😂😂
150,takutnya spt org honey moon duluan pdhal kl jd jomblo pasangan piye jal🙄
151,melanggar aturan slow aja zon kau anye anis baswedan zon cc
152,kagak upilnya tuh manusia pengkhianat licin bin licik
153,berbeda ncujauhhhhgkgkgk😂🤣😂🤣
154,didikan militernya nanem singkong gitu
155,😂🤣😅 jendralprabowo nasionalis mak beda noh perusak
156,nanem singkong
157,layaknya kecit menggodagkgkgk🤣😂🤣😜
158,gkgkgkgkceuk emus mah eta teh keur nyebar jembut ncu😂🤣😂😜
159,gkgkgkksok nyiar nyiar pi oleun wae ari emusgkgkgk hepih wiken tu eu laki deyyyygkgkgk😂🤣😂🙏
160,chebonk ahoker menjatuhkan kredibilitas mas anies hoax🤣😅😜👎
161,bener maklumkecebong nggak otak
162,maaf prabowo gerindra berusaha bantu kesusahan akibat bencana himbau bersabar bertaubat turun rahmat tuhan un allah
163,keliatan bgt buruknya rezim anies br nyalon aja udh dijegal sanaijd inget waktu anye gbk sm pakansari gbk jam dibatasi krn sidongowi anye dr tengah mlm subuh smp pagi sibuk siapin anyepakansari gk didlm stadion
164,min min ah sa ae 😂
165,ngedit dungu masak hasil survey 🤣🤣🤣
166,kantongkantong suara diacakacak diem bae
167,biadab diam
168,akun nyebar pembenci anies sja sengaja jatuhin anies
169,tolong kasih penjelasan akun nkri namu sejatinya buzzer pemecah belah bamgsa silahkan bersuara
170,🤣🤣🤣 mah nggak diklarifikasi editan pendukung bacapres sebelah ngeledek anies bikin cerdas cebongs klarifikasi dungunya
171,ngurus singkong aja becus ngurus kesejahteraan rakyat tugas tahun dibuktikan sibuk pilpres
172,aduh mak phm bhsa sunda mak 🤣
173,pendukung capres pengasong khilafah hti fpi pki
174,percayakan pd anies dukung anies indonesia baikjangan percaya suka obral warna rambutdan wajah kisut berkerut
175,pendukung capres pengasong khilafah hti fpi pki
176,pendukung capres pengasong khilafah hti fpi pki
177,oh
178,udahlah bro bro aj sumbar persen anies
179,udahlah bro
180,anye dramaseakanakan terzolimiteraniaya tersakiti gerombolan ai hatihati terpancing
181,apan tos lulur serbuk inten ncuaman panon poe na ge eraeun gkgkgk😂🤣😂😜
182,dalemannya panas gkgkgkgk🤣😂🤣😜
183,prabowo meong udah jadii macan ompong ga bawa²
184,kmrn skakmat opung 😂
185,kaum aja dibohongin sdh istana kodok gk apaapa skrg
186,prabowo cm gebrak² podium diketekin mukidi yaa lemah 😅 nyesel gw pilih
187,weekand kemana
188,gelandangan maklum gelandangan licik sibuk kesana kemari anye ngakunya presiden awas edan mun teu kajadian
189,piye ike ko jual 😡😡
190,baswedan diotaknya oportunis buar gimmick polesan keguyur air watak selevel sajadiprank
191,kader gerindra menodong memaksa pengusahamemaksa pemgusaha lantas klaim gerindrapicik berfikirmu mbul
192,parah nihhkedaulatan negara bs priode lagimungkin abissgimana nih menhan
193,disuruh phk
194,dimana pejabat negeri
195,dear mr jurnalis malas mmbritakan kbenaran krn tuntutan medsos mngeruk keuntungan dg mnjual pnggunanya ramai mngomentari clickbait brita negative🔥
196,anteng sek gugus bergerak menjelang pilpres 😂
197,cm babu kacungnya royson bkn mentri tdk bs harapkan dr babu apalg pengkhianat umat ulama sejarah mencatat lupakan
198,bayangan kehed mus mengikuti maak😂😂😂
199,tolong kecarutmarutan
200,hhmmm baè jd hideung mak 😁😁😁
201,biarin mak biar bikin seneng wan jembut bacalon kpu penetapan pen capresan kek capres kepèdèan liat hasil termehèk mehèk🤣 alih alih pleciden ehh pawang 😁😁😁
202,abstain peluang manuver bacawapres bacawapres serahkan terserah beliau pilih
203,seruubanget politik hidup piknik
204,piye iki menteri pertahanan
205,keknya panas dalem mak😁
206,pendukung anies pendukung prabowo dulumasih aneh takut😁😁
207,eta pisangkgkgk😂👍✊️🇮🇩
208,alergi kentut emak semlohay loh ncugkgkgk😜😂🤣😂
209,awas mak paparazi
210,wkwkwkwk kibas² aja mak 🤣🤣🤣
211,virus virus jembut maj deket deket emak ncugkgkgk😜😂🤣🤣
212,ganti popok bedakin eh ngunyah menderita banget gitu ncugkgkgk😜🤣😂🤣
213,awas mak ntar mas jembut bertebaran 🤣🤣🤣🤪🤪🤪
214,to up presidenku lupakan bapak² tahu👇 kasih pakkkk🙏
215,pawang lele mak
216,tua
217,eksis elu elukan nyungsepbeda prabowo legowo berkolaborasi pemerintahan nahkalau anies mas jembut mu nyungsepkemudian pawang jenglot petamburan gkgkgk🤣😂😜
218,beda bro bumi langit anwar ibrahim ketua parpol anies bekas buangan pecatan mentri dipungut dimanusiakan ingkar janji
219,golongannya
220,kepentingan bohirnya
221,bantu kasihan
222,php 🤣😄🤣😄
223,ooh nenek moyang anus pki
224,dear presiden jajaran tolong crosscheck kinerja pegawai asn honorer layak dipertahankan pecat jk kerjanya spt andai sektor swasta auto pecat jk tdk berubah
225,dihatigak pensiun kcuali mati maju trusss
226,maklumin aja udah modelnya sabaran disuruh mikir😁
227,kpn anies jelekin prabowo bukti jgn maen poksang loeanies bkn tipikal org menyerang lawan politik lg politik
228,ehhh berkoalisi track record prajurit tulen tp pegang alasan ngelesnya
229,kelompok massa intoleran berhenti berhalusinasi anies simbol keyakinan pembawa perubahan mengakomodasi ormas terlarang krn indonesia on the right track indonesia emas kepemimpinan nasional gp kelak
230,kalo ga bokis ga mo dateng
231,🤣🤣🤣 salah strategi blunder
232,its time anies meninggalkan panggung politik identitas berhenti puncak karir politisasi agama sara mencoba peruntungan dunia maya kelak politik kelak
233,sikap elegan anies melangkahi melanggar janji politik pertanda banalisme inkonsistensi sikap politik melanggar kelompok intoleran daerah
234,om gmn food estate urusannya mandeg mao ane urusin barang pilot project ane tanem singkong disetor hasilnya ente tanem jagung ternak bebek piye lahan aja urusan modal bang desmon ang itumah😅
235,ngatain buzzer bang 😔
236,bahahhahahahahahah
237,mas gerindra pengen melu partaimu gmn carane
238,buzzer bang boboho 😌
239,maap bro buzzer🙏 percakapan terimakasih
240,kucing pengangguran pns
241,nunjuk hidungnya
242,kaya undang ajahhhhh wkakakwkwkw
243,silakan renungkan mati berkalang tanah hidup berkalang bangkai stop pembodohan publik cc
244,ikhlas dibohongi usung
245,aceh kelakuan baswedan pembohong berpikir mendukung dipranknya kacang lupa kulit
246,bikin 🤣🤣🤣🤣🤣 aktor buzzerrp perusak
247,berbuat kerusakan oknumnya berjamaah 🤣 resah yaa segelintir 😅
248,oh kirain cwk 😁😁
249,ruweet segelintir oknum berbuat sekarat🙏🤔
250,segelintir oknum resah institusi bernaung respect 👋
251,ngawur kewanen kue mas 😀
252,benamken keyakinan menang telak loooh mpe lemes saking hok
253,non muslim duit gede uah mengajakmu surga lho he he he lho diajak uah surga digandeng asli lho pemegang kunci wc
254,anies duitnya banyak😁
255,assalamualaikum pekerjaan nganggur pak🙂 tulunggg bgtttt😭😭😭
256,lebak dijanji istighosah qubro goyang ngebor
257,pa tolong
258,istirahat halhal melelahkan pakdengeri lagu kesukaan ketiduran
259,admin gerindara macoo gk yaah 😂😂🤪
260,ngeri judulnya yah niat menjadikan indonesia negara islam semoga pertahankan pancasila
261,wahh saingannya nih basuki semoga panggung prabowo
262,perhatikan politik presiden jokowi sifatnya mencla mencle kadang ganjar kadang sengaja prabowo merapat mendukung anies dukungan presiden siasat menjegal anies
263,maju ga pilpres plis maju pilpres kemarin golput krna pilihannya jokowi klo pilihannya pilih
264,malam minggu ngapain sehat slalu
265,mimin cowok cewek
266,tag mensos
267,jenderal
268,malam minggu tetep jualan bapakwalau sepi pantang menyerah
269,isiin shopeepay donggggg mimin php nih
270,punten pak😅 malam minggunya jomblo kek gimana tuh
271,ga foto bioskop refreshing
272,malming ngapain nich
273,pikir typo taunya emang lagu nonton bioskop 😭🙏
274,lupa rakyat umr umr dki nasional
275,kemana min malam minggu gini
276,kebioskop malam minggubeduaan😀😀
277,oo jd tau skrg kirain lagu bikinan koes ploes
278,malem minggu etmin kemana disuruh disuruh ngapel caon mertua
279,jualan surga neraka menipu
280,jkw ga iso ditipu kaleeee 🤭😅🤣😂
281,janji ide gila effortnya segini yah elah udah kelewatan keduluan usaha 🤭
282,gajinya seratus ribu sebulan 😭😭😭
283,merenung min gajih gede gimana
284,enaknya jd oposan dr tolak kmdn revisi menang 😂😂 pdhal direvisi mrpkan jd keberatan
285,modal sarimi nyapres dah menyelam kubangan plongo kau tanam beda kaum rakus kekuasaan pantesan namamu catatan langit pemimpin negri
286,media lupa sejarahnya tv ai reporter intimidasi pendukung liputan live reporter alm rifai pamone trus berlanjut pilpres diperlakukan kelompok mendukung
287,huaaaaa deny caknan mlebu managemente mutasi koe min dasi ob
288,dzolim mu tdk tinggal namanya sesungguhnya klean mendzolimi sendiridg sll berbuat nyebar kebencian nyebar hoax nyebar fitnah iri dn dengki olh tdk bs berfikir rasional
289,disayangkan pendukung kabinet pemerintah kabinet berpisah jalan
290,pilpres sgt setia mendukung prabowo subianto tp menteri prabowo spt menjauh statemen didengar
291,ngakak promosi geririn
292,sadar paksaan dibohongi acara istighosah qubro kemarin 🙊
293,tukang tipu ngakunya ditipu
294,politisi memperkaya peduli penderitaan rakyat
295,politisi memperkaya peduli penderitaan rakyat
296,ngomong kegitu kau jokowi ahok
297,oh
298,politisi serakah memperkaya
299,kotor jalan yng ditempuh bepolitik
300,pemimpin berpolitik adihulung
301,politik kotor membuatnya kotor membuatnya kotor
302,hukum mati ajalah negara pelihara nyusahin rakyat
303,politik suci perilaku politikus menjadikan politik kotor prabowo
304,meny aikan risalah kenabiannya melepaskan manusia belenggu teologis ideologis
305,setuju politik suci memilih pemimpin mengantarkan pemimpin jalannya aja beda kotor bersih mengedepankan politik adiluhung
306,cc in capres ah biar baca
307,lupa jegal jahatin huehuehuee
308,anies lupa jasa rakyat
309,kotor oknum korupsi mengambil uang rakyat oknum kerjanya ga becus
310,kotor oknum korupsi mengambil uang rakyat oknum kerjanya ga becus
311,napak tilas perjalanan politik prabowo bahasa lisan bahasa perbuatan tengah tradisi politik positif
312,disayangkan politis gila harta merugikan bangsa indonesia
313,prabowo dilawan angkat bantu menaikkan elektabilitasnya beliau pemaaf tdak dendam tdak permusuhan
314,politik nu politik adiluhung membela negara membela pemerintah nu buzzer buzzer berurusan pembela pemerintah anti pemerintah nu pembela negara
315,kulil khaqqo kana murro khaq pahitmenyakitkan manusia berjubah junjungan anis inkar kenyataan yaa pemborosan anggaran faedahnya sifat syaithon
316,milenial wajib tau nih wajib mencontoh sifat sifat etika moralitas
317,politik kejam
318,politikus ditipu
319,tertipu
320,komunis indonesia kelaut ajalah
321,amanat omongan jaga parahnya membocorkanya prabowo
322,menjalan perintah nabi berpolitik politik raja tega kecuali selesai
323,politik luhung bilang politik
324,politik buruk busuk tergantung pelakunya
325,ditempuh jalur politik omong kosong mendengar tukiman menimpali sejatinya politik suci menjijikkan kau mempercayainya
326,prabowo memecah belah negara pilihannya
327,kerutan wajahnya cek rambutnya putihnya putihnya aikan jokowi
328,komunis politik agresif cocok indonesia indonesia terkenal santuy wkwkwkktapi oklah
329,politik identitas lepas kondrat manusia negara bangsa identitas
330,dunia ruang suci akademik dikotori iblis najis politik nalar kotor😡😡😡
331,males klo ngomongin politikkbykn politik kotor kbykn kepentingan pribadigolongan kerabat dkt
332,politik lepas hidup manusia pendidikan
333,mengerti pendendam baper politik tujuan negara mengabdi negara
334,politik kotor najis bengis buruk licik anye berdasar mayoritas minoritas diangkat
335,najis korupto
336,dibandingkan nabilah menjadikan nabi suri tauladan wajib mensuri tauladan nabi
337,ditakuti asing
338,politik salah bidang lepas kehidupan manusia
339,oh politik bersih kotor otak main politik😊 sangking kotornya otaknya membunuh muslim halal😌
340,memenggang prinsip adiluhung salah satunya beliau dendam lawan politiknya
341,“orangorang politik menganggap bodoh menilai
342,politik berbuat kepentingan
343,berlakukan hukuman mati koruptor jera
344,kotor ditolong menelikung beliau ditipu kebaikannya doa semoga
345,alasan gua tertarik politik lingkungan politik karna lingkungan dunia politik kotor najis dunia politik uang berbicara
346,kehidupan manusia lepas politik manusia berpolitik
347,kotor najis beda ga kotor najisnah politik kotorada najis nggad
348,profesor pensiun ai dipanggil maha kuasa profesor mengecewakan rakyat indonesia prabowo
349,prabowo wajib akui berpolitik baper pendendam memaafkan ayo dukung indonesia maju makmur
350,ngerti perihal politik setau manusia lepas namanya politik
351,saudarasaudara makan resah makan pagi jam selesainya jam sore prabowo
352,manusia mengindahkan akal sehat dipikirkan kepentingan kelompok politik suci dikotomi akal najis manusia politik kotor
353,politik dipisahkan kehidupan manusia lepas politik
354,permusuhan tujuan politik persatuan perpecahan bangsa
355,anies dibesarkan prabowo menjelekjelekkan prabowo tim sukses jokowi pilpres mengusungnya gubernur dki kamus politik prabowo baper dendam
356,politik ga kotor oknumnya aja najis
357,kamus politiknya prabowo kerap men ilkan politik aroma kotor kejam kamus dendam politiknya membesarkan dibesarkannya rivalnya
358,politik adi luhung kah
359,sejatinya politik suci suci memperjuangkan kebaikan kesejahteraan pembebasan masyarakat kemiskinan dirudapaksa dinodai politisi keluhuran etika
360,politisi kerap men ilkan perilaku koruptif perilaku kotor nilainilai kebaikan manusia aristoteles makhluk politik zoon politicon manusia lepas politik
361,politik kotor politik najis menilai nada sinisme politik setujukah penilaian
362,min suka meremehkan mimpi bertekad membuktikan mimpi mustahil
363,hahaha auto semangat anjing”nya ganjar 🤣
364,sepakat pendukung loyal kalah tumpangi tunggangi kelompok radikal ganti pancasila dg ideologi khilafah persatuan nasional ideologi pancasila
365,dilingkaran berat mewujudkan cita harapan yakinlah
366,anies brutal
367,takut jgn diem aja hehehehe
