ID;Datetime;Likes;Content;clean_text;text_token
1595754976030388225;2022-11-24 12:23:28+00:00;682;Gempa Cianjur adalah duka bagi kita sesama anak bangsa. Untuk itu, kita akan selalu bersama saudara-saudara kita di Cianjur dalam melewati musibah ini. https://t.co/EvHjncfMmq;gempa cianjur duka anak bangsa saudarasaudara cianjur musibah;['gempa', 'cianjur', 'duka', 'anak', 'bangsa', 'saudarasaudara', 'cianjur', 'musibah']
1595754258842144770;2022-11-24 12:20:37+00:00;614;Alhamdulillah hari ini saya bisa meninjau langsung proses membantu saudara-saudara yang terkena bencana gempa di Cianjur. Gotong royong dan persatuan semua unsur masyarakat dan institusi negara dapat mempercepat mitigasi penderitaan para korban dan pengungsi. https://t.co/3sd5U4o6Z8;alhamdulillah tinjau proses bantu saudarasaudara bencana gempa cianjur gotong royong unsur masyarakat institusi negara cepat mitigasi derita korban ungsi;['alhamdulillah', 'tinjau', 'proses', 'bantu', 'saudarasaudara', 'bencana', 'gempa', 'cianjur', 'gotong', 'royong', 'unsur', 'masyarakat', 'institusi', 'negara', 'cepat', 'mitigasi', 'derita', 'korban', 'ungsi']
1594932109046841346;2022-11-22 05:53:41+00:00;723;"Indonesia selalu berusaha untuk menjaga hubungan terbaik dengan semua bangsa demi memajukan Indo-Pasifik yang lebih terhubung, sejahtera, aman, tangguh serta bebas dan terbuka.

Saya percaya untuk mencapai ini perlu kerja sama dan partisipasi negara-negara Indo-Pasifik. https://t.co/lJaw7CQUOE";indonesia usaha jaga hubung bangsa maju indopasifik hubung sejahtera aman tangguh bebas buka percaya capai partisipasi negaranegara indopasifik;['indonesia', 'usaha', 'jaga', 'hubung', 'bangsa', 'maju', 'indopasifik', 'hubung', 'sejahtera', 'aman', 'tangguh', 'bebas', 'buka', 'percaya', 'capai', 'partisipasi', 'negaranegara', 'indopasifik']
1594631594320461824;2022-11-21 09:59:33+00:00;41;@Puutrii_Rahmaa @Gerindra Biasanya urunan sesama kader. Tidak selalu uang, ada sumbang kendaraan, ada yang bantu keahlian, ada yang bantu tenaga. Semua saling memberi yang mereka punya.;urun kader uang sumbang kendara bantu ahli bantu tenaga;['urun', 'kader', 'uang', 'sumbang', 'kendara', 'bantu', 'ahli', 'bantu', 'tenaga']
1594627951777169408;2022-11-21 09:45:05+00:00;52;@Nyw2411 @Gerindra Sebaiknya diluar dulu. Waspadai gempa susulan. Semoga bantuan bisa segera datang.;waspada gempa susul moga bantu;['waspada', 'gempa', 'susul', 'moga', 'bantu']
1594620537342464001;2022-11-21 09:15:37+00:00;1809;"Turut berduka cita sedalam-dalamnya atas bencana gempa yang terjadi di Cianjur, Sukabumi dan Bogor. Saya instruksikan kepada seluruh kader Gerindra yang tidak terdampak bencana gempa untuk segera turun langsung membantu.

@gerindra harap monitor.";duka cita sedalamdalamnya bencana gempa cianjur sukabumi bogor instruksi kader gerindra terd ak bencana gempa turun bantu harap monitor;['duka', 'cita', 'sedalamdalamnya', 'bencana', 'gempa', 'cianjur', 'sukabumi', 'bogor', 'instruksi', 'kader', 'gerindra', 'terd', 'ak', 'bencana', 'gempa', 'turun', 'bantu', 'harap', 'monitor']
1594495313904926720;2022-11-21 00:58:01+00:00;17;@te_nago Sedang main apa anak-anak itu? Serius sekali.;main anakanak serius;['main', 'anakanak', 'serius']
1594491709203054592;2022-11-21 00:43:42+00:00;1648;"""Apa yang saya bisa tinggalkan hanya rohku saja, yaitu roh setia hingga terakhir kepada tanah air, dan tidak mundur sekalipun menemui rintangan apa pun menuju cita-cita kebangsaan yang tetap."" - Wolter Mongisidi -

Selamat pagi. Selamat beraktivitas.";tinggal roh roh setia tanah air mundur temu rintang citacita bangsa wolter mongisidi selamat pagi selamat aktivitas;['tinggal', 'roh', 'roh', 'setia', 'tanah', 'air', 'mundur', 'temu', 'rintang', 'citacita', 'bangsa', 'wolter', 'mongisidi', 'selamat', 'pagi', 'selamat', 'aktivitas']
1593766151246336003;2022-11-19 00:40:35+00:00;8715;"Pagi yang sejuk di Kota Solo. Semoga lancar kegiatan hari ini.
Jangan lupa kopi mengawali hari. https://t.co/MlwC7ptg0W";pagi sejuk kota solo moga lancar giat lupa kopi;['pagi', 'sejuk', 'kota', 'solo', 'moga', 'lancar', 'giat', 'lupa', 'kopi']
1593629044712427520;2022-11-18 15:35:47+00:00;113;@fleurvybwry Semoga bisa terwujud cita-citanya. Aamiin.;moga wujud citacitanya aamiin;['moga', 'wujud', 'citacitanya', 'aamiin']
1593625250058895360;2022-11-18 15:20:42+00:00;85;@sitisorayani Medan masih musim durian?;medan musim durian;['medan', 'musim', 'durian']
1593623352131784704;2022-11-18 15:13:09+00:00;180;@Danj1r Bismillah. Mergo ono. Semoga segera dapat.;bismillah mergo ono moga;['bismillah', 'mergo', 'ono', 'moga']
1593622016761819136;2022-11-18 15:07:51+00:00;49;@flyn7stark Jaih tidak dari tempat latihan berkuda?;jaih latih kuda;['jaih', 'latih', 'kuda']
1593616228697808897;2022-11-18 14:44:51+00:00;3911;Selamat malam sahabat. Apakah besok ada yang ke Kota Solo?;selamat malam sahabat besok kota solo;['selamat', 'malam', 'sahabat', 'besok', 'kota', 'solo']
1591704868036947975;2022-11-13 08:09:47+00:00;360;@infotwitwor_ @Gerindra Hmm… @Gerindra;hmm;['hmm']
1591701883701411840;2022-11-13 07:57:56+00:00;19;@sitisorayani Terima kasih;terima kasih;['terima', 'kasih']
1591700958731730944;2022-11-13 07:54:15+00:00;25;@padiiillllle_ Wa’alaikumsalam. Ambil baiknya ya.;wa alaikumsalam ambil;['wa', 'alaikumsalam', 'ambil']
1591697995552411648;2022-11-13 07:42:29+00:00;48;@little_ardian Banyak sekali, harus ekstra hati-hati.;ekstra hatihati;['ekstra', 'hatihati']
1591588865772785664;2022-11-13 00:28:50+00:00;17;@rismawy Tunggu dengan sabar dan do’akan selalu.;tunggu sabar do;['tunggu', 'sabar', 'do']
1591588687774887939;2022-11-13 00:28:08+00:00;79;@vivinda_ Hahaha demikian suasana meja makan pagi ini. Ada sumringah sekali tapi ada juga yang…;hahaha suasana meja makan pagi sumringah;['hahaha', 'suasana', 'meja', 'makan', 'pagi', 'sumringah']
1591588261948190721;2022-11-13 00:26:26+00:00;186;@denny_agoes Diaduk;aduk;['aduk']
1591585326690357248;2022-11-13 00:14:46+00:00;2318;Di hari Minggu ada sahabat yang sedang liburan, ada yang bersilaturahmi ke sanak saudara, ada yang sedang bergotong royong bahkan ada yang sedang betugas. Apa pun yang sahabat lakukan semoga semua menikmati akhir pekan dan semua berjalan baik. Salam hormat untuk keluarga.;minggu sahabat libur silaturahmi sanak saudara gotong royong betugas sahabat moga nikmat pekan jalan hormat keluarga;['minggu', 'sahabat', 'libur', 'silaturahmi', 'sanak', 'saudara', 'gotong', 'royong', 'betugas', 'sahabat', 'moga', 'nikmat', 'pekan', 'jalan', 'hormat', 'keluarga']
1590525771428528129;2022-11-10 02:04:29+00:00;45;@bengkeldodo Jangan pernah berhenti untuk mengingatkan.;henti;['henti']
1590525393089728513;2022-11-10 02:02:58+00:00;24;@Bambang_Budimab @Akubknultramen Tidak perlu juga memancing hal yang tidak baik. Kita berkumpul disini untuk melakukan hal yang baik.;pancing kumpul;['pancing', 'kumpul']
1590524253769969664;2022-11-10 01:58:27+00:00;9;@MimiBchy Wa’alaikumsalam. Aamiin. Terima kasih doanya.;wa alaikumsalam aamiin terima kasih doa;['wa', 'alaikumsalam', 'aamiin', 'terima', 'kasih', 'doa']
1590523770393219074;2022-11-10 01:56:32+00:00;6;@C4k_Tun_PhD Salam kenal. Salam hormat untuk keluarga.;kenal hormat keluarga;['kenal', 'hormat', 'keluarga']
1590523200869654528;2022-11-10 01:54:16+00:00;256;Saya mengajak sahabat sekalian untuk setiap anak bangsa untuk bersatu dengan keahliannya masing-masing berkarya dalam mengisi masa kemerdekaan yang telah diwarisi kepada kita. Selamat Hari Pahlawan. Selamat beraktivitas mengisi kemerdekaan. 🇲🇨;ajak sahabat anak bangsa ahli masingmasing karya isi merdeka waris selamat pahlawan selamat aktivitas isi merdeka;['ajak', 'sahabat', 'anak', 'bangsa', 'ahli', 'masingmasing', 'karya', 'isi', 'merdeka', 'waris', 'selamat', 'pahlawan', 'selamat', 'aktivitas', 'isi', 'merdeka']
1590522334699720707;2022-11-10 01:50:49+00:00;169;Robert Wolter Mongisidi sosok anak muda yang berjuang mempertahankan kemerdekaan dengan berani dan terhormat selalu pengingat saya pribadi untuk tidak menyerah dalam pengabdian kepada bangsa dan negara dalam mengisi kemerdekaan sehingga seluruh rakyat bisa tersenyum bahagia.;robert wolter mongisidi sosok anak muda juang tahan merdeka berani hormat pribadi serah abdi bangsa negara isi merdeka rakyat senyum bahagia;['robert', 'wolter', 'mongisidi', 'sosok', 'anak', 'muda', 'juang', 'tahan', 'merdeka', 'berani', 'hormat', 'pribadi', 'serah', 'abdi', 'bangsa', 'negara', 'isi', 'merdeka', 'rakyat', 'senyum', 'bahagia']
1590521741809717253;2022-11-10 01:48:28+00:00;125;Robert Wolter Monginsidi membuktikan diri sebagai pemimpin yang tidak mementingkan diri sendiri serta memiliki kesetiaan terhadap anak buah dan temannya, yaitu dengan mengambil alih semua tanggung jawab atas dakwaan dan ancaman hukum yang ditujukan kepada mereka.;robert wolter monginsidi bukti pimpin milik setia anak buah teman ambil alih tanggung dakwa ancam hukum;['robert', 'wolter', 'monginsidi', 'bukti', 'pimpin', 'milik', 'setia', 'anak', 'buah', 'teman', 'ambil', 'alih', 'tanggung', 'dakwa', 'ancam', 'hukum']
1590521451509329920;2022-11-10 01:47:19+00:00;115;Keyakinan pada cita-cita kemerdekaan membuat Wolter Monginsidi tidak gentar menjalani proses persidangan yang penuh dengan penyiksaan dan berkepanjangan, serta ancaman dan bahkan putusan hukuman mati terhadap beliau.;citacita merdeka wolter monginsidi gentar jalan proses sidang penuh siksa ancam putus hukum mati beliau;['citacita', 'merdeka', 'wolter', 'monginsidi', 'gentar', 'jalan', 'proses', 'sidang', 'penuh', 'siksa', 'ancam', 'putus', 'hukum', 'mati', 'beliau']
1590520860913602560;2022-11-10 01:44:58+00:00;149;"Kepada anggota regu penembak saat pelaksanaan hukuman mati, Wolter Monginsidi sempat mengatakan: ""Jalankan kewajibanmu, dan tembaklah dengan tepat."" Pada Kitab Suci yang dijadikan bantal beliau, ditemukan tulisan tangan berbunyi: ""Setia hingga akhir di dalam keyakinan.""";anggota regu tembak laksana hukum mati wolter monginsidi jalan wajib tembak kitab suci bantal beliau temu tulis tangan bunyi setia;['anggota', 'regu', 'tembak', 'laksana', 'hukum', 'mati', 'wolter', 'monginsidi', 'jalan', 'wajib', 'tembak', 'kitab', 'suci', 'bantal', 'beliau', 'temu', 'tulis', 'tangan', 'bunyi', 'setia']
1590519847662006272;2022-11-10 01:40:56+00:00;119;26 Maret 1949, hakim beri putusan hukuman mati kepada Wolter Mongisidi yang dilaksanakan pada tanggal 5 September 1949. Surat keputusan langsung disetujui dan ditandatangani beliau. Padahal Belanda kerap membujuk Mongisidi agar mau bekerja sama, tapi ia tegas menolak.;maret hakim putus hukum mati wolter mongisidi laksana tanggal september surat putus ditandatangani beliau belanda kerap bujuk mongisidi tolak;['maret', 'hakim', 'putus', 'hukum', 'mati', 'wolter', 'mongisidi', 'laksana', 'tanggal', 'september', 'surat', 'putus', 'ditandatangani', 'beliau', 'belanda', 'kerap', 'bujuk', 'mongisidi', 'tolak']
1590519192566255616;2022-11-10 01:38:20+00:00;113;"Tegar mengakui dakwaan sebagai pemimpin pemberontak dan saat dijadikan saksi persidangan teman-temannya yang diadili, ia menyatakan bahwa apa yang dituduhkan adalah tanggung jawab beliau dengan mengatakan: ""Mereka berbuat atas perintah saya, maka sayalah yang bertanggung jawab.""";tegar dakwa pimpin berontak saksi sidang temantemannya adil tuduh tanggung beliau perintah tanggung;['tegar', 'dakwa', 'pimpin', 'berontak', 'saksi', 'sidang', 'temantemannya', 'adil', 'tuduh', 'tanggung', 'beliau', 'perintah', 'tanggung']
1590518551605313537;2022-11-10 01:35:47+00:00;114;"Setelah banyak aksi perlawanan kepada Belanda, Robert Wolter Mongisidi tertangkap namun berhasil melarikan diri dan melakukan perlawanan kembali menyerang pos-pos Belanda. Tertangkap untuk kedua kali dan diadili.

#ceritapahlawan";aksi lawan belanda robert wolter mongisidi tangkap hasil lari lawan serang pospos belanda tangkap adil;['aksi', 'lawan', 'belanda', 'robert', 'wolter', 'mongisidi', 'tangkap', 'hasil', 'lari', 'lawan', 'serang', 'pospos', 'belanda', 'tangkap', 'adil']
1590517141660635142;2022-11-10 01:30:11+00:00;103;Mobil direbut, Mongisidi dan seperkawanan menuju ke arah tangsi. Tak dikenali, mereka berhasil masuk ke kandang musuh. Suasana mendadak riuh saat Mongisidi memberondongkan senapannya ke area tangsi. Para penghuninya pun panik, bubar, dan lari menyelamatkan diri ke segala penjuru.;mobil rebut mongisidi kawan arah tangsi nali hasil kandang musuh suasana dadak riuh mongisidi berondong senapan area tangsi hun panik bubar lari selamat penjuru;['mobil', 'rebut', 'mongisidi', 'kawan', 'arah', 'tangsi', 'nali', 'hasil', 'kandang', 'musuh', 'suasana', 'dadak', 'riuh', 'mongisidi', 'berondong', 'senapan', 'area', 'tangsi', 'hun', 'panik', 'bubar', 'lari', 'selamat', 'penjuru']
1590516684523470849;2022-11-10 01:28:22+00:00;108;Salah satu aksinya saat mencegat jip militer milik Belanda bersama tiga orang teman lainnya. Mongisidi lalu menodongkan pistol ke arah kepala satu-satunya orang yang ada di mobil itu, seorang kapten. Seragam dan tanda pangkat sang kapten dilucuti, lalu dikenakan Mongisidi.;salah aksi cegat jip militer milik belanda teman mongisidi todong pistol arah kepala satusatunya mobil kapten seragam tanda pangkat sang kapten lucut mongisidi;['salah', 'aksi', 'cegat', 'jip', 'militer', 'milik', 'belanda', 'teman', 'mongisidi', 'todong', 'pistol', 'arah', 'kepala', 'satusatunya', 'mobil', 'kapten', 'seragam', 'tanda', 'pangkat', 'sang', 'kapten', 'lucut', 'mongisidi']
1590515753211809793;2022-11-10 01:24:40+00:00;47;"Tanpa ragu ia memutuskan untuk ikut serta dalam perjuangan mempertahankan kemerdekaan Indonesia di usianya yang masih remaja. Robert Wolter Mongisidi turut dalam pembentukan Laskar Pemberontak Rakyat Indonesia Sulawesi (LAPRIS) pada 17 Juli 1946.

#ceritapahlawan";ragu putus juang tahan merdeka indonesia usia remaja robert wolter mongisidi bentuk laskar berontak rakyat indonesia sulawesi lapris juli;['ragu', 'putus', 'juang', 'tahan', 'merdeka', 'indonesia', 'usia', 'remaja', 'robert', 'wolter', 'mongisidi', 'bentuk', 'laskar', 'berontak', 'rakyat', 'indonesia', 'sulawesi', 'lapris', 'juli']
1590515314428903424;2022-11-10 01:22:55+00:00;114;Perlawanan Robert Wolter Mongisidi dimulai ketika baru merantau dari Manado ke Makassar. Terhenyak karena kemerdekaan yang baru sesaat tiba-tiba terancam. Belanda kembali dengan wujud baru, Netherlands Indies Civil Administration alias NICA dengan tujuan berkuasa kembali.;lawan robert wolter mongisidi rantau manado makassar henyak merdeka tibatiba ancam belanda wujud netherlands indies civil administration alias nica kuasa;['lawan', 'robert', 'wolter', 'mongisidi', 'rantau', 'manado', 'makassar', 'henyak', 'merdeka', 'tibatiba', 'ancam', 'belanda', 'wujud', 'netherlands', 'indies', 'civil', 'administration', 'alias', 'nica', 'kuasa']
1590513323745120258;2022-11-10 01:15:01+00:00;152;"Quotes Robert Wolter Mongisidi di atas adalah penggalan kalimat pada surat yang ditulis kepada Marie adiknya ketika beliau di penjara menunggu hukuman mati akibat melawan Belanda yang membonceng NICA.

#ceritapahlawan";quotes robert wolter mongisidi penggal kalimat surat tulis marie adik beliau penjara tunggu hukum mati akibat lawan belanda bonceng nica;['quotes', 'robert', 'wolter', 'mongisidi', 'penggal', 'kalimat', 'surat', 'tulis', 'marie', 'adik', 'beliau', 'penjara', 'tunggu', 'hukum', 'mati', 'akibat', 'lawan', 'belanda', 'bonceng', 'nica']
1590511817566334976;2022-11-10 01:09:02+00:00;2872;"""Jangan takut melihat masa yang akan datang, saya telah turut membersihkan jalanan bagi kalian meskipun belum semua tenagaku kukeluarkan."" - Robert Wolter Mongisidi -

Selamat Hari Pahlawan. Selamat berkarya membangun negerimu hingga seluruh rakyat bisa tersenyum bahagia. https://t.co/oNPswSetsv";takut bersih jalan tenaga robert wolter mongisidi selamat pahlawan selamat karya bangun negeri rakyat senyum bahagia;['takut', 'bersih', 'jalan', 'tenaga', 'robert', 'wolter', 'mongisidi', 'selamat', 'pahlawan', 'selamat', 'karya', 'bangun', 'negeri', 'rakyat', 'senyum', 'bahagia']
